episode,reward,steps,epsilon,alpha,is_slippery,seed,backend
362,0.0,15,0.16373146555890544,0.1,True,2,native
363,0.0,2,0.16291280823111093,0.1,True,2,native
364,0.0,2,0.16209824418995536,0.1,True,2,native
365,0.0,6,0.16128775296900558,0.1,True,2,native
366,0.0,13,0.16048131420416054,0.1,True,2,native
367,0.0,5,0.15967890763313974,0.1,True,2,native
368,0.0,7,0.15888051309497406,0.1,True,2,native
369,0.0,26,0.1580861105294992,0.1,True,2,native
370,0.0,10,0.1572956799768517,0.1,True,2,native
371,0.0,3,0.15650920157696743,0.1,True,2,native
372,0.0,12,0.1557266555690826,0.1,True,2,native
373,0.0,7,0.1549480222912372,0.1,True,2,native
374,0.0,5,0.15417328217978102,0.1,True,2,native
375,0.0,45,0.1534024157688821,0.1,True,2,native
376,0.0,5,0.1526354036900377,0.1,True,2,native
377,0.0,27,0.1518722266715875,0.1,True,2,native
378,0.0,6,0.15111286553822956,0.1,True,2,native
379,0.0,2,0.15035730121053842,0.1,True,2,native
380,0.0,2,0.14960551470448571,0.1,True,2,native
381,0.0,8,0.14885748713096328,0.1,True,2,native
382,0.0,3,0.14811319969530845,0.1,True,2,native
383,0.0,10,0.1473726336968319,0.1,True,2,native
384,0.0,15,0.14663577052834775,0.1,True,2,native
385,0.0,7,0.14590259167570602,0.1,True,2,native
386,0.0,8,0.1451730787173275,0.1,True,2,native
387,0.0,6,0.14444721332374086,0.1,True,2,native
388,0.0,2,0.14372497725712216,0.1,True,2,native
389,0.0,2,0.14300635237083656,0.1,True,2,native
390,0.0,12,0.14229132060898236,0.1,True,2,native
391,0.0,6,0.14157986400593744,0.1,True,2,native
392,0.0,11,0.14087196468590776,0.1,True,2,native
393,0.0,11,0.14016760486247823,0.1,True,2,native
394,0.0,24,0.13946676683816583,0.1,True,2,native
395,0.0,18,0.138769433003975,0.1,True,2,native
396,0.0,7,0.13807558583895513,0.1,True,2,native
397,0.0,9,0.13738520790976036,0.1,True,2,native
398,0.0,11,0.13669828187021155,0.1,True,2,native
399,0.0,2,0.13601479046086049,0.1,True,2,native
400,0.0,15,0.1353347165085562,0.1,True,2,native
401,0.0,15,0.1346580429260134,0.1,True,2,native
402,0.0,8,0.13398475271138335,0.1,True,2,native
403,0.0,10,0.13331482894782642,0.1,True,2,native
404,0.0,4,0.13264825480308728,0.1,True,2,native
405,0.0,7,0.13198501352907185,0.1,True,2,native
406,0.0,8,0.1313250884614265,0.1,True,2,native
407,0.0,5,0.13066846301911936,0.1,True,2,native
408,0.0,14,0.13001512070402377,0.1,True,2,native
409,0.0,24,0.12936504510050365,0.1,True,2,native
410,0.0,25,0.12871821987500112,0.1,True,2,native
411,0.0,6,0.12807462877562611,0.1,True,2,native
412,0.0,8,0.12743425563174798,0.1,True,2,native
413,0.0,12,0.12679708435358925,0.1,True,2,native
414,0.0,4,0.1261630989318213,0.1,True,2,native
415,0.0,10,0.1255322834371622,0.1,True,2,native
416,0.0,6,0.12490462201997637,0.1,True,2,native
417,0.0,18,0.1242800989098765,0.1,True,2,native
418,0.0,16,0.12365869841532712,0.1,True,2,native
419,0.0,15,0.12304040492325048,0.1,True,2,native
420,0.0,11,0.12242520289863423,0.1,True,2,native
421,0.0,15,0.12181307688414106,0.1,True,2,native
422,0.0,6,0.12120401149972035,0.1,True,2,native
423,0.0,11,0.12059799144222175,0.1,True,2,native
424,0.0,4,0.11999500148501063,0.1,True,2,native
425,0.0,12,0.11939502647758558,0.1,True,2,native
426,0.0,18,0.11879805134519765,0.1,True,2,native
427,0.0,21,0.11820406108847166,0.1,True,2,native
428,0.0,29,0.1176130407830293,0.1,True,2,native
429,0.0,2,0.11702497557911415,0.1,True,2,native
430,0.0,11,0.11643985070121858,0.1,True,2,native
431,0.0,23,0.11585765144771248,0.1,True,2,native
432,0.0,38,0.11527836319047392,0.1,True,2,native
433,0.0,2,0.11470197137452155,0.1,True,2,native
434,0.0,10,0.11412846151764894,0.1,True,2,native
435,0.0,13,0.1135578192100607,0.1,True,2,native
436,0.0,10,0.11299003011401039,0.1,True,2,native
437,0.0,7,0.11242507996344034,0.1,True,2,native
438,0.0,10,0.11186295456362313,0.1,True,2,native
439,0.0,8,0.11130363979080501,0.1,True,2,native
440,0.0,18,0.11074712159185099,0.1,True,2,native
441,0.0,2,0.11019338598389174,0.1,True,2,native
442,0.0,3,0.10964241905397228,0.1,True,2,native
443,0.0,2,0.10909420695870241,0.1,True,2,native
444,0.0,3,0.1085487359239089,0.1,True,2,native
445,0.0,10,0.10800599224428936,0.1,True,2,native
446,0.0,8,0.10746596228306791,0.1,True,2,native
447,0.0,38,0.10692863247165257,0.1,True,2,native
448,0.0,6,0.1063939893092943,0.1,True,2,native
449,0.0,7,0.10586201936274783,0.1,True,2,native
450,0.0,28,0.10533270926593409,0.1,True,2,native
451,0.0,10,0.10480604571960442,0.1,True,2,native
452,0.0,11,0.1042820154910064,0.1,True,2,native
453,0.0,5,0.10376060541355137,0.1,True,2,native
454,0.0,8,0.1032418023864836,0.1,True,2,native
455,0.0,9,0.10272559337455119,0.1,True,2,native
456,0.0,7,0.10221196540767843,0.1,True,2,native
457,0.0,18,0.10170090558064004,0.1,True,2,native
458,0.0,22,0.10119240105273684,0.1,True,2,native
459,0.0,2,0.10068643904747315,0.1,True,2,native
460,0.0,5,0.10018300685223579,0.1,True,2,native
461,0.0,4,0.0996820918179746,0.1,True,2,native
462,0.0,4,0.09918368135888474,0.1,True,2,native
463,0.0,5,0.09868776295209031,0.1,True,2,native
464,0.0,7,0.09819432413732986,0.1,True,2,native
465,0.0,11,0.09770335251664321,0.1,True,2,native
466,0.0,10,0.09721483575406,0.1,True,2,native
467,0.0,6,0.09672876157528969,0.1,True,2,native
468,0.0,6,0.09624511776741324,0.1,True,2,native
469,0.0,19,0.09576389217857617,0.1,True,2,native
470,0.0,16,0.09528507271768329,0.1,True,2,native
